id,microcosm_id,microcosm_random_id,sp,pfg,dom_status,organ,sp_combo,pfg_combo,sp_richness,pfg_number,litter_bag_id,harvest_date,soil_mass,im,im_microcosm,fm,fm_microcosm,ml,ml_microcosm,filter_1,notes
792,390,401,zea,gc4,w,leaf,tri_zea_vic_sol,all,4,4,pool,22/01/2020,60.0002,0.1241,0.4949,0.0911,0.2683,26.5914585,45.78702768,1,NA
793,391,399,sol,forb,w,root,tri_zea_vic_sol,all,4,4,pool,22/01/2020,59.9927,0.1268,0.5061,NA,0.3229,NA,36.19837977,1,fm_9/8/2020
794,391,399,tri,gc3,w,root,tri_zea_vic_sol,all,4,4,pool,22/01/2020,59.9927,0.1247,0.5061,NA,0.3229,NA,36.19837977,1,fm_9/8/2020
795,391,399,vic,legume,w,root,tri_zea_vic_sol,all,4,4,pool,22/01/2020,59.9927,0.1269,0.5061,NA,0.3229,NA,36.19837977,1,fm_9/8/2020
796,391,399,zea,gc4,w,root,tri_zea_vic_sol,all,4,4,pool,22/01/2020,59.9927,0.1277,0.5061,NA,0.3229,NA,36.19837977,1,fm_9/8/2020
797,392,291,sol,forb,w,root,tri_zea_vic_sol,all,4,4,pool,17/01/2020,60.0299,0.1267,0.5015,NA,0.3156,NA,37.06879362,1,fm_9/7/2020
798,392,291,tri,gc3,w,root,tri_zea_vic_sol,all,4,4,pool,17/01/2020,60.0299,0.1259,0.5015,NA,0.3156,NA,37.06879362,1,fm_9/7/2020
799,392,291,vic,legume,w,root,tri_zea_vic_sol,all,4,4,pool,17/01/2020,60.0299,0.1238,0.5015,NA,0.3156,NA,37.06879362,1,fm_9/7/2020
800,392,291,zea,gc4,w,root,tri_zea_vic_sol,all,4,4,pool,17/01/2020,60.0299,0.1251,0.5015,NA,0.3156,NA,37.06879362,1,fm_9/7/2020
801,393,359,hel,forb,w,leaf,tri_zea_pis_hel,all,4,4,pool,21/01/2020,60.0062,0.125,0.4992,0.0685,0.2685,45.2,46.21394231,1,NA
802,393,359,pis,legume,w,leaf,tri_zea_pis_hel,all,4,4,pool,21/01/2020,60.0062,0.1249,0.4992,0.0635,0.2685,49.15932746,46.21394231,1,NA
803,393,359,tri,gc3,w,leaf,tri_zea_pis_hel,all,4,4,pool,21/01/2020,60.0062,0.1239,0.4992,0.051,0.2685,58.8377724,46.21394231,1,NA
804,393,359,zea,gc4,w,leaf,tri_zea_pis_hel,all,4,4,pool,21/01/2020,60.0062,0.1254,0.4992,0.0855,0.2685,31.81818182,46.21394231,1,NA
805,394,283,hel,forb,w,leaf,tri_zea_pis_hel,all,4,4,pool,16/01/2020,60.0223,0.1259,0.5001,0.0658,0.2584,47.73629865,48.33033393,1,NA
806,394,283,pis,legume,w,leaf,tri_zea_pis_hel,all,4,4,pool,16/01/2020,60.0223,0.125,0.5001,0.0444,0.2584,64.48,48.33033393,1,NA
807,394,283,tri,gc3,w,leaf,tri_zea_pis_hel,all,4,4,pool,16/01/2020,60.0223,0.1234,0.5001,0.0509,0.2584,58.75202593,48.33033393,1,NA
808,394,283,zea,gc4,w,leaf,tri_zea_pis_hel,all,4,4,pool,16/01/2020,60.0223,0.1258,0.5001,0.0973,0.2584,22.65500795,48.33033393,1,NA
809,395,423,hel,forb,w,root,tri_zea_pis_hel,all,4,4,pool,23/01/2020,60.0006,0.1256,0.5061,NA,0.314,NA,37.95692551,1,fm_9/8/2020
810,395,423,pis,legume,w,root,tri_zea_pis_hel,all,4,4,pool,23/01/2020,60.0006,0.1282,0.5061,NA,0.314,NA,37.95692551,1,fm_9/8/2020
811,395,423,tri,gc3,w,root,tri_zea_pis_hel,all,4,4,pool,23/01/2020,60.0006,0.1266,0.5061,NA,0.314,NA,37.95692551,1,fm_9/8/2020
812,395,423,zea,gc4,w,root,tri_zea_pis_hel,all,4,4,pool,23/01/2020,60.0006,0.1257,0.5061,NA,0.314,NA,37.95692551,1,fm_9/8/2020
813,396,238,hel,forb,w,root,tri_zea_pis_hel,all,4,4,pool,15/01/2020,60.0088,0.1247,0.5071,NA,0.275,NA,45.77006508,1,fm_9/7/2020
814,396,238,pis,legume,w,root,tri_zea_pis_hel,all,4,4,pool,15/01/2020,60.0088,0.1259,0.5071,NA,0.275,NA,45.77006508,1,fm_9/7/2020
815,396,238,tri,gc3,w,root,tri_zea_pis_hel,all,4,4,pool,15/01/2020,60.0088,0.1254,0.5071,NA,0.275,NA,45.77006508,1,fm_9/7/2020
816,396,238,zea,gc4,w,root,tri_zea_pis_hel,all,4,4,pool,15/01/2020,60.0088,0.1311,0.5071,NA,0.275,NA,45.77006508,1,fm_9/7/2020
817,397,99,pis,legume,w,leaf,tri_zea_pis_sol,all,4,4,pool,10/01/2020,60.0309,0.1243,0.5038,0.0324,0.2041,73.93403057,59.48789202,1,NA
818,397,99,sol,forb,w,leaf,tri_zea_pis_sol,all,4,4,pool,10/01/2020,60.0309,0.1235,0.5038,0.0562,0.2041,54.49392713,59.48789202,1,NA
819,397,99,tri,gc3,w,leaf,tri_zea_pis_sol,all,4,4,pool,10/01/2020,60.0309,0.1299,0.5038,0.0408,0.2041,68.59122402,59.48789202,1,NA
820,397,99,zea,gc4,w,leaf,tri_zea_pis_sol,all,4,4,pool,10/01/2020,60.0309,0.1261,0.5038,0.0747,0.2041,40.76130056,59.48789202,1,NA
821,398,256,pis,legume,w,leaf,tri_zea_pis_sol,all,4,4,pool,16/01/2020,60.0038,0.1265,0.5028,0.042,0.2239,66.79841897,55.46937152,1,NA
822,398,256,sol,forb,w,leaf,tri_zea_pis_sol,all,4,4,pool,16/01/2020,60.0038,0.128,0.5028,0.0572,0.2239,55.3125,55.46937152,1,NA
823,398,256,tri,gc3,w,leaf,tri_zea_pis_sol,all,4,4,pool,16/01/2020,60.0038,0.1261,0.5028,0.0429,0.2239,65.97938144,55.46937152,1,NA
824,398,256,zea,gc4,w,leaf,tri_zea_pis_sol,all,4,4,pool,16/01/2020,60.0038,0.1222,0.5028,0.0818,0.2239,33.06055646,55.46937152,1,NA
825,399,315,pis,legume,w,root,tri_zea_pis_sol,all,4,4,pool,17/01/2020,60.0072,0.1258,0.5059,NA,0.2593,NA,48.74481123,1,fm_9/8/2020
826,399,315,sol,forb,w,root,tri_zea_pis_sol,all,4,4,pool,17/01/2020,60.0072,0.1261,0.5059,NA,0.2593,NA,48.74481123,1,fm_9/8/2020
827,399,315,tri,gc3,w,root,tri_zea_pis_sol,all,4,4,pool,17/01/2020,60.0072,0.1285,0.5059,NA,0.2593,NA,48.74481123,1,fm_9/8/2020
828,399,315,zea,gc4,w,root,tri_zea_pis_sol,all,4,4,pool,17/01/2020,60.0072,0.1255,0.5059,NA,0.2593,NA,48.74481123,1,fm_9/8/2020
829,400,105,pis,legume,w,root,tri_zea_pis_sol,all,4,4,pool,10/01/2020,60.0039,0.1232,0.4984,NA,0.2619,NA,47.45184591,1,fm_9/8/2020
830,400,105,sol,forb,w,root,tri_zea_pis_sol,all,4,4,pool,10/01/2020,60.0039,0.1219,0.4984,NA,0.2619,NA,47.45184591,1,fm_9/8/2020
831,400,105,tri,gc3,w,root,tri_zea_pis_sol,all,4,4,pool,10/01/2020,60.0039,0.1237,0.4984,NA,0.2619,NA,47.45184591,1,fm_9/8/2020
832,400,105,zea,gc4,w,root,tri_zea_pis_sol,all,4,4,pool,10/01/2020,60.0039,0.1296,0.4984,NA,0.2619,NA,47.45184591,1,fm_9/8/2020
833,401,387,ave,gc3,c,leaf,ave_sor_vic_hel,all,4,4,pool,22/01/2020,59.9891,0.1227,0.4969,0.08,0.2471,34.800326,50.27168444,1,NA
834,401,387,hel,forb,c,leaf,ave_sor_vic_hel,all,4,4,pool,22/01/2020,59.9891,0.1243,0.4969,0.061,0.2471,50.92518101,50.27168444,1,NA
835,401,387,sor,gc4,c,leaf,ave_sor_vic_hel,all,4,4,pool,22/01/2020,59.9891,0.1251,0.4969,0.0709,0.2471,43.32533973,50.27168444,1,NA
836,401,387,vic,legume,c,leaf,ave_sor_vic_hel,all,4,4,pool,22/01/2020,59.9891,0.1248,0.4969,0.0352,0.2471,71.79487179,50.27168444,1,NA
837,402,302,ave,gc3,c,leaf,ave_sor_vic_hel,all,4,4,pool,17/01/2020,59.9603,0.1259,0.5067,0.0702,0.2333,44.24146148,53.95697651,1,NA
838,402,302,hel,forb,c,leaf,ave_sor_vic_hel,all,4,4,pool,17/01/2020,59.9603,0.1273,0.5067,0.0456,0.2333,64.17910448,53.95697651,1,NA
839,402,302,sor,gc4,c,leaf,ave_sor_vic_hel,all,4,4,pool,17/01/2020,59.9603,0.1246,0.5067,0.0784,0.2333,37.07865169,53.95697651,1,NA
840,402,302,vic,legume,c,leaf,ave_sor_vic_hel,all,4,4,pool,17/01/2020,59.9603,0.1289,0.5067,0.0391,0.2333,69.66640807,53.95697651,1,NA
841,403,409,ave,gc3,c,root,ave_sor_vic_hel,all,4,4,pool,22/01/2020,59.9832,0.1298,0.5018,NA,0.3207,NA,36.09007573,1,fm_9/8/2020
842,403,409,hel,forb,c,root,ave_sor_vic_hel,all,4,4,pool,22/01/2020,59.9832,0.1245,0.5018,NA,0.3207,NA,36.09007573,1,fm_9/8/2020
843,403,409,sor,gc4,c,root,ave_sor_vic_hel,all,4,4,pool,22/01/2020,59.9832,0.1239,0.5018,NA,0.3207,NA,36.09007573,1,fm_9/8/2020
844,403,409,vic,legume,c,root,ave_sor_vic_hel,all,4,4,pool,22/01/2020,59.9832,0.1236,0.5018,NA,0.3207,NA,36.09007573,1,fm_9/8/2020
845,404,18,ave,gc3,c,root,ave_sor_vic_hel,all,4,4,pool,08/01/2020,60.0576,0.124,0.4956,NA,0.3226,NA,34.90718321,1,fm_9/7/2020
846,404,18,hel,forb,c,root,ave_sor_vic_hel,all,4,4,pool,08/01/2020,60.0576,0.1213,0.4956,NA,0.3226,NA,34.90718321,1,fm_9/7/2020
847,404,18,sor,gc4,c,root,ave_sor_vic_hel,all,4,4,pool,08/01/2020,60.0576,0.1259,0.4956,NA,0.3226,NA,34.90718321,1,fm_9/7/2020
848,404,18,vic,legume,c,root,ave_sor_vic_hel,all,4,4,pool,08/01/2020,60.0576,0.1244,0.4956,NA,0.3226,NA,34.90718321,1,fm_9/7/2020
849,405,204,ave,gc3,c,leaf,ave_sor_vic_sol,all,4,4,pool,14/01/2020,59.9807,0.1242,0.4999,0.0547,0.2618,55.95813205,47.62952591,1,NA
850,405,204,sol,forb,c,leaf,ave_sor_vic_sol,all,4,4,pool,14/01/2020,59.9807,0.1215,0.4999,0.0594,0.2618,51.11111111,47.62952591,1,NA
851,405,204,sor,gc4,c,leaf,ave_sor_vic_sol,all,4,4,pool,14/01/2020,59.9807,0.1273,0.4999,0.1066,0.2618,16.26080126,47.62952591,1,NA
852,405,204,vic,legume,c,leaf,ave_sor_vic_sol,all,4,4,pool,14/01/2020,59.9807,0.1269,0.4999,0.0411,0.2618,67.61229314,47.62952591,1,NA
853,406,236,ave,gc3,c,leaf,ave_sor_vic_sol,all,4,4,pool,15/01/2020,60.0087,0.1246,0.502,0.0637,0.2541,48.87640449,49.38247012,1,NA
854,406,236,sol,forb,c,leaf,ave_sor_vic_sol,all,4,4,pool,15/01/2020,60.0087,0.1267,0.502,0.0652,0.2541,48.53985793,49.38247012,1,NA
855,406,236,sor,gc4,c,leaf,ave_sor_vic_sol,all,4,4,pool,15/01/2020,60.0087,0.1246,0.502,0.0778,0.2541,37.56019262,49.38247012,1,NA
856,406,236,vic,legume,c,leaf,ave_sor_vic_sol,all,4,4,pool,15/01/2020,60.0087,0.1261,0.502,0.0474,0.2541,62.41078509,49.38247012,1,NA
857,407,29,ave,gc3,c,root,ave_sor_vic_sol,all,4,4,pool,08/01/2020,60.0106,0.1224,0.4981,NA,0.2712,NA,45.55310179,1,fm_9/7/2020
858,407,29,sol,forb,c,root,ave_sor_vic_sol,all,4,4,pool,08/01/2020,60.0106,0.1269,0.4981,NA,0.2712,NA,45.55310179,1,fm_9/7/2020
859,407,29,sor,gc4,c,root,ave_sor_vic_sol,all,4,4,pool,08/01/2020,60.0106,0.1227,0.4981,NA,0.2712,NA,45.55310179,1,fm_9/7/2020
860,407,29,vic,legume,c,root,ave_sor_vic_sol,all,4,4,pool,08/01/2020,60.0106,0.1261,0.4981,NA,0.2712,NA,45.55310179,1,fm_9/7/2020
861,408,13,ave,gc3,c,root,ave_sor_vic_sol,all,4,4,pool,08/01/2020,60.0288,0.1251,0.5003,NA,0.2751,NA,45.0129922,1,fm_9/7/2020
862,408,13,sol,forb,c,root,ave_sor_vic_sol,all,4,4,pool,08/01/2020,60.0288,0.1264,0.5003,NA,0.2751,NA,45.0129922,1,fm_9/7/2020
863,408,13,sor,gc4,c,root,ave_sor_vic_sol,all,4,4,pool,08/01/2020,60.0288,0.1233,0.5003,NA,0.2751,NA,45.0129922,1,fm_9/7/2020
864,408,13,vic,legume,c,root,ave_sor_vic_sol,all,4,4,pool,08/01/2020,60.0288,0.1255,0.5003,NA,0.2751,NA,45.0129922,1,fm_9/7/2020
865,409,190,ave,gc3,c,leaf,ave_sor_pis_hel,all,4,4,pool,13/01/2020,59.9513,0.1284,0.505,0.0669,0.2719,47.89719626,46.15841584,1,NA
866,409,190,hel,forb,c,leaf,ave_sor_pis_hel,all,4,4,pool,13/01/2020,59.9513,0.1302,0.505,0.0585,0.2719,55.06912442,46.15841584,1,NA
867,409,190,pis,legume,c,leaf,ave_sor_pis_hel,all,4,4,pool,13/01/2020,59.9513,0.1226,0.505,0.0544,0.2719,55.62805873,46.15841584,1,NA
868,409,190,sor,gc4,c,leaf,ave_sor_pis_hel,all,4,4,pool,13/01/2020,59.9513,0.1238,0.505,0.0921,0.2719,25.60581583,46.15841584,1,NA
869,410,347,ave,gc3,c,leaf,ave_sor_pis_hel,all,4,4,pool,21/01/2020,60.0328,0.1264,0.5071,0.0635,0.2394,49.76265823,52.79037665,1,en_vez_de_sorgum_hay_zea_(ignorar_debe_ser_error_escritura_por_ir_rapido)
870,410,347,hel,forb,c,leaf,ave_sor_pis_hel,all,4,4,pool,21/01/2020,60.0328,0.1256,0.5071,0.0519,0.2394,58.67834395,52.79037665,1,en_vez_de_sorgum_hay_zea_(ignorar_debe_ser_error_escritura_por_ir_rapido)
871,410,347,pis,legume,c,leaf,ave_sor_pis_hel,all,4,4,pool,21/01/2020,60.0328,0.1268,0.5071,0.0389,0.2394,69.32176656,52.79037665,1,en_vez_de_sorgum_hay_zea_(ignorar_debe_ser_error_escritura_por_ir_rapido)
872,410,347,sor,gc4,c,leaf,ave_sor_pis_hel,all,4,4,pool,21/01/2020,60.0328,0.1283,0.5071,0.0851,0.2394,33.6710834,52.79037665,1,en_vez_de_sorgum_hay_zea_(ignorar_debe_ser_error_escritura_por_ir_rapido)
873,411,144,ave,gc3,c,root,ave_sor_pis_hel,all,4,4,pool,10/01/2020,60.0196,0.1274,0.5043,NA,0.311,NA,38.33035891,1,fm_9/7/2020
874,411,144,hel,forb,c,root,ave_sor_pis_hel,all,4,4,pool,10/01/2020,60.0196,0.1233,0.5043,NA,0.311,NA,38.33035891,1,fm_9/7/2020
875,411,144,pis,legume,c,root,ave_sor_pis_hel,all,4,4,pool,10/01/2020,60.0196,0.1245,0.5043,NA,0.311,NA,38.33035891,1,fm_9/7/2020
876,411,144,sor,gc4,c,root,ave_sor_pis_hel,all,4,4,pool,10/01/2020,60.0196,0.1291,0.5043,NA,0.311,NA,38.33035891,1,fm_9/7/2020
877,412,8,ave,gc3,c,root,ave_sor_pis_hel,all,4,4,pool,08/01/2020,59.9539,0.1271,0.5023,NA,0.3727,NA,25.80131396,1,fm_9/7/2020
878,412,8,hel,forb,c,root,ave_sor_pis_hel,all,4,4,pool,08/01/2020,59.9539,0.1286,0.5023,NA,0.3727,NA,25.80131396,1,fm_9/7/2020
879,412,8,pis,legume,c,root,ave_sor_pis_hel,all,4,4,pool,08/01/2020,59.9539,0.1239,0.5023,NA,0.3727,NA,25.80131396,1,fm_9/7/2020
880,412,8,sor,gc4,c,root,ave_sor_pis_hel,all,4,4,pool,08/01/2020,59.9539,0.1227,0.5023,NA,0.3727,NA,25.80131396,1,fm_9/7/2020
881,413,253,ave,gc3,c,leaf,ave_sor_pis_sol,all,4,4,pool,16/01/2020,60.0143,0.1238,0.5035,0.0755,0.2423,39.01453958,51.87686197,1,NA
882,413,253,pis,legume,c,leaf,ave_sor_pis_sol,all,4,4,pool,16/01/2020,60.0143,0.1258,0.5035,0.0385,0.2423,69.39586645,51.87686197,1,NA
883,413,253,sol,forb,c,leaf,ave_sor_pis_sol,all,4,4,pool,16/01/2020,60.0143,0.1242,0.5035,0.0686,0.2423,44.76650564,51.87686197,1,NA
884,413,253,sor,gc4,c,leaf,ave_sor_pis_sol,all,4,4,pool,16/01/2020,60.0143,0.1297,0.5035,0.0597,0.2423,53.97070162,51.87686197,1,NA
885,414,77,ave,gc3,c,leaf,ave_sor_pis_sol,all,4,4,pool,08/01/2020,60.0617,0.1214,0.4987,0.065,0.2881,46.45799012,42.22979747,1,NA
886,414,77,pis,legume,c,leaf,ave_sor_pis_sol,all,4,4,pool,08/01/2020,60.0617,0.1219,0.4987,0.0814,0.2881,33.22395406,42.22979747,1,NA
887,414,77,sol,forb,c,leaf,ave_sor_pis_sol,all,4,4,pool,08/01/2020,60.0617,0.128,0.4987,0.0572,0.2881,55.3125,42.22979747,1,NA
888,414,77,sor,gc4,c,leaf,ave_sor_pis_sol,all,4,4,pool,08/01/2020,60.0617,0.1274,0.4987,0.0845,0.2881,33.67346939,42.22979747,1,NA
889,415,14,ave,gc3,c,root,ave_sor_pis_sol,all,4,4,pool,08/01/2020,59.9231,0.1254,0.5041,NA,0.2845,NA,43.56278516,1,fm_9/7/2020
890,415,14,pis,legume,c,root,ave_sor_pis_sol,all,4,4,pool,08/01/2020,59.9231,0.1279,0.5041,NA,0.2845,NA,43.56278516,1,fm_9/7/2020
891,415,14,sol,forb,c,root,ave_sor_pis_sol,all,4,4,pool,08/01/2020,59.9231,0.1309,0.5041,NA,0.2845,NA,43.56278516,1,fm_9/7/2020
892,415,14,sor,gc4,c,root,ave_sor_pis_sol,all,4,4,pool,08/01/2020,59.9231,0.1199,0.5041,NA,0.2845,NA,43.56278516,1,fm_9/7/2020
893,416,140,ave,gc3,c,root,ave_sor_pis_sol,all,4,4,pool,10/01/2020,60.0088,0.1283,0.4985,NA,0.3329,NA,33.21965898,1,fm_9/7/2020
894,416,140,pis,legume,c,root,ave_sor_pis_sol,all,4,4,pool,10/01/2020,60.0088,0.1237,0.4985,NA,0.3329,NA,33.21965898,1,fm_9/7/2020
895,416,140,sol,forb,c,root,ave_sor_pis_sol,all,4,4,pool,10/01/2020,60.0088,0.1238,0.4985,NA,0.3329,NA,33.21965898,1,fm_9/7/2020
896,416,140,sor,gc4,c,root,ave_sor_pis_sol,all,4,4,pool,10/01/2020,60.0088,0.1227,0.4985,NA,0.3329,NA,33.21965898,1,fm_9/7/2020
897,417,163,ave,gc3,c,leaf,ave_zea_vic_hel,all,4,4,pool,13/01/2020,60.0248,0.1241,0.4966,0.0709,0.2162,42.86865431,56.46395489,1,NA
898,417,163,hel,forb,c,leaf,ave_zea_vic_hel,all,4,4,pool,13/01/2020,60.0248,0.1226,0.4966,0.0457,0.2162,62.72430669,56.46395489,1,NA
899,417,163,vic,legume,c,leaf,ave_zea_vic_hel,all,4,4,pool,13/01/2020,60.0248,0.1231,0.4966,0.0274,0.2162,77.74167344,56.46395489,1,NA
900,417,163,zea,gc4,c,leaf,ave_zea_vic_hel,all,4,4,pool,13/01/2020,60.0248,0.1268,0.4966,0.0722,0.2162,43.05993691,56.46395489,1,NA
901,418,269,ave,gc3,c,leaf,ave_zea_vic_hel,all,4,4,pool,16/01/2020,60.0105,0.127,0.5059,0.072,0.28,43.30708661,44.6530935,1,NA
902,418,269,hel,forb,c,leaf,ave_zea_vic_hel,all,4,4,pool,16/01/2020,60.0105,0.1262,0.5059,0.0587,0.28,53.48652932,44.6530935,1,NA
903,418,269,vic,legume,c,leaf,ave_zea_vic_hel,all,4,4,pool,16/01/2020,60.0105,0.1281,0.5059,0.0524,0.28,59.09445746,44.6530935,1,NA
904,418,269,zea,gc4,c,leaf,ave_zea_vic_hel,all,4,4,pool,16/01/2020,60.0105,0.1246,0.5059,0.0969,0.28,22.23113965,44.6530935,1,NA
905,419,254,ave,gc3,c,root,ave_zea_vic_hel,all,4,4,pool,16/01/2020,59.9754,0.125,0.495,NA,0.3051,NA,38.36363636,1,fm_9/7/2020
906,419,254,hel,forb,c,root,ave_zea_vic_hel,all,4,4,pool,16/01/2020,59.9754,0.1236,0.495,NA,0.3051,NA,38.36363636,1,fm_9/7/2020
907,419,254,vic,legume,c,root,ave_zea_vic_hel,all,4,4,pool,16/01/2020,59.9754,0.1238,0.495,NA,0.3051,NA,38.36363636,1,fm_9/7/2020
908,419,254,zea,gc4,c,root,ave_zea_vic_hel,all,4,4,pool,16/01/2020,59.9754,0.1226,0.495,NA,0.3051,NA,38.36363636,1,fm_9/7/2020
909,420,64,ave,gc3,c,root,ave_zea_vic_hel,all,4,4,pool,08/01/2020,60.0184,0.13,0.4996,NA,0.3526,NA,29.42353883,1,fm_9/7/2020
910,420,64,hel,forb,c,root,ave_zea_vic_hel,all,4,4,pool,08/01/2020,60.0184,0.1247,0.4996,NA,0.3526,NA,29.42353883,1,fm_9/7/2020
911,420,64,vic,legume,c,root,ave_zea_vic_hel,all,4,4,pool,08/01/2020,60.0184,0.1244,0.4996,NA,0.3526,NA,29.42353883,1,fm_9/7/2020
912,420,64,zea,gc4,c,root,ave_zea_vic_hel,all,4,4,pool,08/01/2020,60.0184,0.1205,0.4996,NA,0.3526,NA,29.42353883,1,fm_9/7/2020
913,421,42,ave,gc3,c,leaf,ave_zea_vic_sol,all,4,4,pool,08/01/2020,59.9857,0.1282,0.5026,0.0701,0.2143,45.31981279,57.36171906,1,NA
914,421,42,sol,forb,c,leaf,ave_zea_vic_sol,all,4,4,pool,08/01/2020,59.9857,0.1301,0.5026,0.0265,0.2143,79.63105304,57.36171906,1,NA
915,421,42,vic,legume,c,leaf,ave_zea_vic_sol,all,4,4,pool,08/01/2020,59.9857,0.1207,0.5026,0.044,0.2143,63.54598177,57.36171906,1,NA
916,421,42,zea,gc4,c,leaf,ave_zea_vic_sol,all,4,4,pool,08/01/2020,59.9857,0.1236,0.5026,0.0737,0.2143,40.37216828,57.36171906,1,NA
917,422,170,ave,gc3,c,leaf,ave_zea_vic_sol,all,4,4,pool,13/01/2020,59.9694,0.1268,0.5035,0.0721,0.2493,43.13880126,50.48659384,1,NA
918,422,170,sol,forb,c,leaf,ave_zea_vic_sol,all,4,4,pool,13/01/2020,59.9694,0.1316,0.5035,0.0577,0.2493,56.1550152,50.48659384,1,NA
919,422,170,vic,legume,c,leaf,ave_zea_vic_sol,all,4,4,pool,13/01/2020,59.9694,0.1219,0.5035,0.041,0.2493,66.36587367,50.48659384,1,NA
920,422,170,zea,gc4,c,leaf,ave_zea_vic_sol,all,4,4,pool,13/01/2020,59.9694,0.1232,0.5035,0.0785,0.2493,36.28246753,50.48659384,1,NA
921,423,96,ave,gc3,c,root,ave_zea_vic_sol,all,4,4,pool,10/01/2020,59.9463,0.1261,0.5016,NA,0.2772,NA,44.73684211,1,fm_9/8/2020
922,423,96,sol,forb,c,root,ave_zea_vic_sol,all,4,4,pool,10/01/2020,59.9463,0.1249,0.5016,NA,0.2772,NA,44.73684211,1,fm_9/8/2020
923,423,96,vic,legume,c,root,ave_zea_vic_sol,all,4,4,pool,10/01/2020,59.9463,0.1262,0.5016,NA,0.2772,NA,44.73684211,1,fm_9/8/2020
924,423,96,zea,gc4,c,root,ave_zea_vic_sol,all,4,4,pool,10/01/2020,59.9463,0.1244,0.5016,NA,0.2772,NA,44.73684211,1,fm_9/8/2020
925,424,242,ave,gc3,c,root,ave_zea_vic_sol,all,4,4,pool,15/01/2020,59.9694,0.1243,0.5011,NA,0.2817,NA,43.78367591,1,fm_9/7/2020
926,424,242,sol,forb,c,root,ave_zea_vic_sol,all,4,4,pool,15/01/2020,59.9694,0.1255,0.5011,NA,0.2817,NA,43.78367591,1,fm_9/7/2020
927,424,242,vic,legume,c,root,ave_zea_vic_sol,all,4,4,pool,15/01/2020,59.9694,0.1269,0.5011,NA,0.2817,NA,43.78367591,1,fm_9/7/2020
928,424,242,zea,gc4,c,root,ave_zea_vic_sol,all,4,4,pool,15/01/2020,59.9694,0.1244,0.5011,NA,0.2817,NA,43.78367591,1,fm_9/7/2020
929,425,350,ave,gc3,c,leaf,ave_zea_pis_hel,all,4,4,pool,21/01/2020,60.0035,0.125,0.4988,0.0676,0.2576,45.92,48.35605453,1,NA
930,425,350,hel,forb,c,leaf,ave_zea_pis_hel,all,4,4,pool,21/01/2020,60.0035,0.1271,0.4988,0.0705,0.2576,44.53186467,48.35605453,1,NA
931,425,350,pis,legume,c,leaf,ave_zea_pis_hel,all,4,4,pool,21/01/2020,60.0035,0.1241,0.4988,0.0411,0.2576,66.88154714,48.35605453,1,NA
932,425,350,zea,gc4,c,leaf,ave_zea_pis_hel,all,4,4,pool,21/01/2020,60.0035,0.1226,0.4988,0.0784,0.2576,36.05220228,48.35605453,1,NA
933,426,165,ave,gc3,c,leaf,ave_zea_pis_hel,all,4,4,pool,13/01/2020,60.0208,0.1233,0.4969,0.0664,0.2465,46.14760746,50.39243309,1,NA
934,426,165,hel,forb,c,leaf,ave_zea_pis_hel,all,4,4,pool,13/01/2020,60.0208,0.1276,0.4969,0.0587,0.2465,53.9968652,50.39243309,1,NA
935,426,165,pis,legume,c,leaf,ave_zea_pis_hel,all,4,4,pool,13/01/2020,60.0208,0.1219,0.4969,0.0462,0.2465,62.10008203,50.39243309,1,NA
936,426,165,zea,gc4,c,leaf,ave_zea_pis_hel,all,4,4,pool,13/01/2020,60.0208,0.1241,0.4969,0.0752,0.2465,39.40370669,50.39243309,1,NA
937,427,250,ave,gc3,c,root,ave_zea_pis_hel,all,4,4,pool,15/01/2020,60.0221,0.1275,0.501,NA,0.4087,NA,18.42315369,1,fm_9/7/2020
938,427,250,hel,forb,c,root,ave_zea_pis_hel,all,4,4,pool,15/01/2020,60.0221,0.1221,0.501,NA,0.4087,NA,18.42315369,1,fm_9/7/2020
939,427,250,pis,legume,c,root,ave_zea_pis_hel,all,4,4,pool,15/01/2020,60.0221,0.1256,0.501,NA,0.4087,NA,18.42315369,1,fm_9/7/2020
940,427,250,zea,gc4,c,root,ave_zea_pis_hel,all,4,4,pool,15/01/2020,60.0221,0.1258,0.501,NA,0.4087,NA,18.42315369,1,fm_9/7/2020
941,428,259,ave,gc3,c,root,ave_zea_pis_hel,all,4,4,pool,16/01/2020,59.9992,0.124,0.4968,NA,0.2898,NA,41.66666667,1,fm_9/7/2020
942,428,259,hel,forb,c,root,ave_zea_pis_hel,all,4,4,pool,16/01/2020,59.9992,0.1205,0.4968,NA,0.2898,NA,41.66666667,1,fm_9/7/2020
943,428,259,pis,legume,c,root,ave_zea_pis_hel,all,4,4,pool,16/01/2020,59.9992,0.1267,0.4968,NA,0.2898,NA,41.66666667,1,fm_9/7/2020
944,428,259,zea,gc4,c,root,ave_zea_pis_hel,all,4,4,pool,16/01/2020,59.9992,0.1256,0.4968,NA,0.2898,NA,41.66666667,1,fm_9/7/2020
945,429,327,ave,gc3,c,leaf,ave_zea_pis_sol,all,4,4,pool,20/01/2020,59.9683,0.1239,0.5038,0.0743,0.3176,40.0322841,36.95911076,1,NA
946,429,327,pis,legume,c,leaf,ave_zea_pis_sol,all,4,4,pool,20/01/2020,59.9683,0.1282,0.5038,0.0753,0.3176,41.26365055,36.95911076,1,NA
